ScientificName,Kingdom,Kingdom_C,Phylum,Phylum_C,Class,Orders,Order_C,Family,Family_C,Genus,Collector,ForestConservation,Latitude,Longitude
Metathelypteris uraiensis (Rosenst.) Ching,,,,,Pteridophyte,,,Thelypteridaceae,金星蕨科,Metathelypteris,,0,23.92,120.88
Dictyocline griffithii Moore var. griffithii,,,,,Pteridophyte,,,Thelypteridaceae,金星蕨科,Dictyocline,,0,23.92,120.88
Cyclosorus taiwanensis (C. Chr.) H. Ito,,,,,Pteridophyte,,,Thelypteridaceae,金星蕨科,Cyclosorus,,0,24.00,120.76
Malva sylvestris L. var. mauritiana Boiss.,,,,,Dicotyledon,,,Malvaceae,錦葵科,Malva,,0,23.56,120.98
Larix leptolepsis Hort. ex Endl.,,,,,Gymnosperm,,,Pinaceae,松科,Larix,,0,23.56,120.98
Cyclogramma omeiensis (Bak.) Tagawa,,,,,Pteridophyte,,,Thelypteridaceae,金星蕨科,Cyclogramma,,0,23.81,121.17
Lonicera apodonta Ohwi,Plantae,植物界,Magnoliophyta,木蘭植物門,Dicotyledon,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Lonicera,許再文,0,23.64,120.78
Bidens albiflora Makino,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Bidens,,0,24.41,121.44
Stegnogramma griffithii (T. Moore) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,呂碧鳳,0,24.65,121.48
Thelypteris erubecens (Wall. ex Hook.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,呂碧鳳,0,0.00,0.00
Rhynchospoora alba (L.) Vahl.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Rhynchospoora,呂勝由,0,24.58,121.40
Wisteria sinensis (Sims.) Sweet,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Wisteria,呂勝由,0,21.95,120.79
Mariscus sumatrensis (Retz.) T. Koyama,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Mariscus,,0,0.00,0.00
Lapsana takasei (Sasaki) Kitamura,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Lapsana,,0,0.00,0.00
Hymenophyllum badium Hook.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,呂碧鳳,0,24.65,121.48
Pinus armandii Franch. var. masteriana Hayata,Plantae,植物界,Coniferophyta,毬果門,Pinopsida,Pinales,松杉目,Pinaceae,松科,Pinus,王弼昭,0,23.53,120.77
Daiswa chinensis (Franch) Tajkhtajan,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Daiswa,王弼昭,0,23.53,120.77
Lactuca repens Benth,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Lactuca,,0,0.00,0.00
Artemisia lactiflora Well.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Artemisia,,0,0.00,0.00
Crepidomanes maximum (Blume) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Crepidomanes,鐘詩文,0,24.40,123.81
Crepidophyllum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Crepidophyllum,王弼昭,0,22.94,121.21
Mecodium paniculiflorum (Presl) Copel,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Mecodium,王弼昭,0,23.27,121.12
Pronephrium triphyllum (Sw.) Holtt. var. triphyllum.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Pronephrium,王弼昭,0,0.00,0.00
Cyclosorus subpubescens (Blume) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,呂碧鳳,0,24.89,121.53
Cyclosorus acuminatus (Houtt.) Naksi ex H Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,呂碧鳳,0,24.89,121.53
Hieracium fritzei F. Sch. var. pseudopersonatum G. Schn.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,Sagoski (Pfortoc.),0,0.00,0.00
Christella siamensis (Togawa X K. Iwats)  Holttum,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Christella,王弼昭,0,0.00,0.00
Hieracium bocconei Griseb. subsp. bocconei (Griseb.) Zahn var. geminina Zahn f. glandulossimum Zahn a. varsim Zahn,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,,0,0.00,0.00
Hieracium acrothyrsum N. P. subsp. H. ottmanense Benz et Zahn,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,,0,0.00,0.00
Hieracium bauhini Schultes subsp. H. arvorum N. P.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,,0,0.00,0.00
Hymenophyllum exsertum Wall. ex Hook,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,呂碧鳳,0,5.90,116.10
Ainsliaea macroclinidioides Hayata var. okinawensis (Hayata) Kitam,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Ainsliaea,,0,24.35,123.82
Cyperus duclouxii G. Camus,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,林春吉,0,24.75,121.77
Cyperus helferi Boeck,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Cyperus,林春吉,0,24.75,121.77
Eleocharis,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Eleocharis,林春吉,0,24.75,121.77
Hieracium canum N. P. subsp. almonicum N. P.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,,0,0.00,0.00
Hieracium pilosella L. subsp. thuemenii N. P.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Hieracium,,0,0.00,0.00
Microgonium,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Microgonium,曾景亮,0,0.00,0.00
Cyclogramma taiwanensis (C.Chr.) H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclogramma,王弼昭,0,23.33,120.30
Viburnum erubescens Wall.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,朱大海,0,0.00,0.00
Cyclosorus kotoensis (Hayata) Shieh,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,呂碧鳳,0,22.09,121.60
Crepidomanes schmidtianum (Zenker ex Taschn.) K. Iwats. latifrons (v. d. Bos,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Crepidomanes,王弼昭,0,0.00,0.00
Crepidomanes schmiditianum (Zenker ex Taschn.) K. Iwats. latifrons (v. d. Bos,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Crepidomanes,王弼昭,0,0.00,0.00
Stegnogramma griffithii ( T. Moore ) K. Iwats. var. wilfordii (Hook.) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,呂碧鳳,0,24.85,121.55
Fimbristylis kagiensis Hay,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,,0,22.67,120.48
Fimbristylis dcbvenirdes vahl,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,川上 瀧彌,0,23.08,120.58
Fimbristylis kagieusis Hay,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,川上 瀧彌,0,0.00,0.00
Fimbristylis achvenoides volil,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,川上 瀧彌,0,25.05,121.45
Fimbristylis monostachye Hassr.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,川上 瀧彌,0,25.05,121.45
Fimbristylis shimadana Ohwi,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,伊藤 武夫,0,25.05,121.45
Cirsium albescens Kitamura,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Cirsium,,0,23.57,119.59
Derris elliptica Benth.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Derris,呂勝由,0,23.09,120.80
Eupatoriumkirnensis var. kirunensis (Kitamura) Ou & Chung,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Eupatoriumkirnensis,,0,25.12,121.90
Eupatorium kirunensis var. kirunensis (Kitamunra) Ou & Chung,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Eupatorium,,0,25.12,121.90
Aspidistra,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Aspidistra,呂勝由,0,23.50,120.68
Cassia fistula L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,23.57,120.30
Canavalia cathartica Thou.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Canavalia,,0,22.37,120.58
Lupinus luteus L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Lupinus,,0,24.68,120.87
Samanea saman (Jacq.) Merr.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Samanea,,0,23.85,120.48
Eupatorium hualienense C. H. Ou， S. W. Chung and C. I. Peng,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Eupatorium,呂勝由,0,23.49,121.50
Indigofera nigrescens Kurz ex Prain,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Indigofera,,0,23.48,120.43
Christella ensifera (Tagawa) Shieh,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Christella,楊勝任,0,22.17,120.73
Denrolobium,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Denrolobium,,0,23.25,120.52
Denrolobium dispermum (Hayata) Schindler,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Denrolobium,,0,0.00,0.00
Desmanthus virgatus (L.) Willd.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmanthus,楊勝任,0,22.63,120.35
Pluchea carolinensis (Jascq.) G. Don,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Pluchea,楊勝任,0,0.00,0.00
Gymnocoronis attenuata D.C,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Gymnocoronis,,0,22.58,120.57
Cyclosorus dentatus(Forsk.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,,0,22.63,120.60
Stegnogramma griffithii (T. Moore) K. Iwats. var. wilfordii (Hook.) K. Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,楊勝任,0,22.17,120.73
Vandenboschia radicans(Sw.) Copel,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Vandenboschia,,0,23.14,121.31
Nesopteris blepharistoma (clpel) Tagawa,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Nesopteris,王弼昭,0,0.00,0.00
Pueraria lobata (Willd.) Ohwi subsp. thomsonii (Benth.) Ohashi & Tateishi,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Pueraria,,0,0.00,0.00
Desmodium capitatum (Burm. f.) DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,,0,23.84,120.95
Christella parasiticus (L.) Farw.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Christella,王弼昭,0,22.67,120.48
Viburnum brevipes Rehder,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Viburnum,朱大海,0,0.00,0.00
Microglossa volubilis,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Microglossa,,0,25.05,121.45
Caesalpinia pulcheraima,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Caesalpinia,,0,23.25,120.52
Centrosema,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Centrosema,,0,22.98,120.20
Cassia torosa Cav.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,23.25,120.52
Desmodium velutinum (Willd.) DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodium,,0,23.25,120.52
Codariocalyx motorius (Houtt.) Ohashi,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Codariocalyx,,0,23.25,120.52
Senna siamea (Lamarck) Irwin & Barneby,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Senna,,0,23.25,120.52
Christia campanulata (Benth.) Thoth.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Christia,,0,23.25,120.52
Desmodiuem triflorum,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Desmodiuem,,0,23.25,120.52
Mimosa?,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Mimosa?,,0,22.98,120.20
Phaseolus mungo Linn,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Phaseolus,,0,22.98,120.20
Sesbania grandiflora,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Sesbania,,0,22.98,120.20
Anaphalis flavescens Hand.-Mazz.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Anaphalis,朱大海,0,0.00,0.00
Lectuca chinensis Makino.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Lectuca,,0,23.72,120.32
Alysicarups nummularifolius DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Alysicarups,,0,24.08,120.53
Blumea pubigera (Linn.) Merr,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Blumea,,0,24.77,121.55
Dunbaria merrillii Elmer,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Dunbaria,,0,0.00,0.00
Fimbristylis ovata (Burm. f.) Kern,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,范發輝,0,25.00,121.67
Hymenophyllum holochilum(v. d. Bosch) C. Chr.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,呂碧鳳,0,24.92,121.80
Youngia pratti (Babcock) Babcock & Stebbins,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Youngia,朱大海,0,0.00,0.00
Dipelta yunnanensis Franch,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Dipsacales,續斷目,Caprifoliaceae,忍冬科,Dipelta,朱大海,0,0.00,0.00
Genista ephedroides DC.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Genista,,0,0.00,0.00
Scirpus mucronatus Linn.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Scirpus,,0,24.58,121.40
Fimbristylis littoralis Gaud. var. littoralis,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,呂碧鳳,0,25.01,121.65
Thelypteris adscendens (Ching) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,呂碧鳳,0,24.93,121.70
Lablab niger Medik,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Lablab,,0,24.99,121.56
Blumea linearis C. -I Peng & W. P. Leu,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Blumea,呂碧鳳,0,24.82,121.25
Thelypteris esquiroli (Christ) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypteris,呂勝由,0,24.17,121.50
Fimbristylis littoralis Gaudich.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Cyperales,莎草目,Cyperaceae,莎草科,Fimbristylis,陳添財,0,23.67,121.42
Cyclosorus ardius (Don) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,陳添財,0,23.67,121.42
Cyclosorus dentatus (Forssk.) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,陳添財,0,23.67,121.42
Hymenophyllum holochilum (v.d.Bosch) C. Chr.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,呂碧鳳,0,22.83,120.96
Blumea,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Blumea,呂碧鳳,0,25.01,121.65
Pinus halepensis Mill.,Plantae,植物界,Coniferophyta,毬果門,Pinopsida,Pinales,松杉目,Pinaceae,松科,Pinus,,0,0.00,0.00
Parapernanthes sororia (Miq.) C. Shih,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Parapernanthes,陳添財,0,23.33,120.30
Crepidomanes birmanicum (Bedd.) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Crepidomanes,陳進分,0,22.70,121.05
Thelypoteris esquirolii (Christ) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Thelypoteris,陳添財,0,23.33,120.30
Stegnogramma griffithii (T. Moore) K.Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,呂碧鳳,0,24.83,120.42
Cyclosirus taiwanensis (C.Chr.) H. Ito,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosirus,,0,24.47,121.80
Cassia mimosoides subap leschenaultinna,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,24.18,121.33
Vigna vexillata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Vigna,,0,24.18,121.33
Stizolobium hassjoo Piper & Tracy.,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Stizolobium,,0,24.18,121.33
Cassia siamea,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,24.18,121.33
Cassia occidentalis,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,24.18,121.33
Pueraria lobata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Pueraria,,0,24.18,121.33
Cassia mimosoides subsp. lechenaultiana,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Cassia,,0,24.18,121.33
Dendranthema lavandulifolium (Trautv.) Ling & Shih var. tomemtellum (Hand.-Mazz.) Ling& S,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Dendranthema,陳添財,0,23.92,121.38
Eclipta prostrata L. var. zippeliana (Bl.) Koster,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Asterales,菊目,Asteraceae,菊科,Eclipta,林春吉,0,24.75,121.77
Stegnogramma griffihii (T. Moore.) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,呂碧鳳,0,24.83,120.42
Cyclosorus papilio (Hope)Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Cyclosorus,呂碧鳳,0,25.01,121.65
Parathelypteris glandulingera (Kunze) Ching,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Parathelypteris,呂碧鳳,0,24.17,121.00
Stegnogramma griffithii (T. Moore) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Thelypteridaceae,金星蕨科,Stegnogramma,李沛軒,0,24.77,121.55
Peliosanthes teta Andre var. humilis (Andre.) M. J.Lai,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Peliosanthes,,0,23.00,120.70
Cephalomanes obscurum (Blume)K.Iwats.,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Cephalomanes,呂碧鳳,0,24.93,121.70
Cephalomanes obscurum (Blume) K. Iwats,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Cephalomanes,呂碧鳳,0,24.93,121.70
Hymenophyllum polanthos v. d. Bosch,Plantae,植物界,Pteridophyta,蕨類植物門,Filicopsida,Polypodiales,水龍骨目,Hymenophyllaceae,膜蕨科,Hymenophyllum,李沛軒,0,24.14,121.29
Allium macrostenon Bunge,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Allium,,0,0.00,0.00
Acacia mearnsii,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Acacia,,0,0.00,0.00
Calliandra,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Calliandra,,0,0.00,0.00
Albizzia odortissima,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Albizzia,,0,0.00,0.00
Accium fistulosum L.,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Accium,,0,0.00,0.00
Gleditsia sinensis Lam,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Gleditsia,,0,0.00,0.00
Bauhinia apertilobata,Plantae,植物界,Magnoliophyta,木蘭植物門,Magnoliopsida,Rosales,薔薇目,Fabaceae,豆科,Bauhinia,,0,0.00,0.00
Peliosanthes teta Andre . var. humilis (Andre) M.J.Lai,Plantae,植物界,Magnoliophyta,木蘭植物門,Liliopsida,Liliales,百合目,Liliaceae,百合科,Peliosanthes,,0,23.00,120.70
