項次,行政區,分局,名稱,里別,地址,地下層數位址,容納人數,座標X,座標Y,場所名稱,,
200,大安區,大安分局,公有建築物,錦安里,臺北市大安區和平東路一段127-2號,2,6065,121.52864,25.02789,師範大學-博愛大樓,,
201,大安區,大安分局,公有建築物,錦安里,臺北市大安區和平東路一段129號,1,1321,121.528412,25.026879,師範大學-機械大樓,,
202,大安區,大安分局,公有建築物,錦安里,臺北市大安區和平東路一段129號,1,1100,121.528412,25.026879,師範大學-科技大樓,,
203,大安區,大安分局,公有建築物,錦安里,臺北市大安區和平東路一段129號,1,1002,121.528412,25.026879,師範大學-科技大樓,,
204,大安區,大安分局,公有建築物,錦安里,臺北市大安區和平東路一段129號,1,1588,121.528412,25.026879,師範大學-師大美術館,,
205,大安區,大安分局,公有建築物,錦安里,臺北市大安區金山南路二段219號,1,422,121.526306,25.02773,臺灣菸酒公司-大安營業所,,
206,大安區,大安分局,公有建築物,古莊里,臺北市大安區和平東路一段162號,1,4045,121.52757,25.026454,師範大學-勤樸大樓,,
207,大安區,大安分局,公有建築物,龍泉里,臺北市大安區師大路1號,1,1261,121.528587,25.026183,師範大學-美術系,,
208,大安區,大安分局,公有建築物,龍坡里,臺北市大安區新生南路三段10巷4號,1,105,121.534351,25.024972,臺灣大學,,
209,大安區,大安分局,公有建築物,全安里,臺北市大安區和平東路三段129號,1,533,121.55199,25.02455,臺北市調查處第2辦公室,,
210,大安區,大安分局,公有建築物,敦安里,臺北市大安區仁愛路四段130號,1,133,121.550681,25.0375,仁愛國中-勤業樓,,
211,大安區,大安分局,公有建築物,敦安里,臺北市大安區仁愛路四段130號,1,112,121.550681,25.0375,仁愛國中-實驗大樓,,
212,大安區,大安分局,公有建築物,敦安里,臺北市大安區仁愛路四段130號,1,68,121.550681,25.0375,仁愛國中-懷生樓,,
213,大安區,大安分局,公有建築物,敦安里,臺北市大安區仁愛路四段130號,1,190,121.550681,25.0375,仁愛國中-工藝大樓,,
214,大安區,大安分局,公有建築物,敦安里,臺北市大安區仁愛路四段130號,1,2014,121.550681,25.0375,仁愛國中-活動中心,,
215,大安區,大安分局,公有建築物,敦安里,臺北市大安區安和路一段60號,1,1734,121.552386,25.035792,仁愛國小-自強樓,,
216,大安區,大安分局,公有建築物,敦安里,臺北市大安區安和路一段60號,1,462,121.552386,25.035792,仁愛國小-至善樓,,
217,大安區,大安分局,公有建築物,敦安里,臺北市大安區安和路一段60號,1,874,121.552386,25.035792,仁愛國小-發展中心,,
218,大安區,大安分局,公有建築物,敦安里,臺北市大安區安和路一段60號,1,64,121.552386,25.035792,仁愛國小-教學大樓,,
219,大安區,大安分局,公有建築物,義安里,臺北市大安區信義路四段216號,2,2016,121.552107,25.032972,安和路派出所,,
220,大安區,大安分局,公有建築物,龍圖里,臺北市大安區信義路三段132號,2,200,121.53934,25.033251,臺灣銀行-信安分行,,
221,大安區,大安分局,公有建築物,龍圖里,臺北市大安區復興南路二段52號,1,560,121.543302,25.031972,大安高工-學生活動中心,,
222,大安區,大安分局,公有建築物,龍雲里,臺北市大安區大安路二段99號,1,173,121.546174,25.02936459,建安國小,"25.02936458791795, 121.54617435972412",
223,大安區,大安分局,公有建築物,龍雲里,臺北市大安區大安路二段99號,1,252,121.546174,25.02936459,建安國小,,
224,大安區,大安分局,公有建築物,龍雲里,臺北市大安區大安路二段99號,1,492,121.546174,25.02936459,建安國小,,
225,大安區,大安分局,公有建築物,龍雲里,臺北市大安區大安路二段99號,1,1514,121.546174,25.02936459,建安國小,,
226,大安區,大安分局,公有建築物,龍雲里,臺北市大安區大安路二段99號,1,956,121.546174,25.02936459,建安國小,,
227,大安區,大安分局,公有建築物,住安里,臺北市大安區瑞安街23巷17號,1,174,121.544994,25.031137,瑞安街派出所,,
228,大安區,大安分局,公有建築物,仁慈里,臺北市大安區仁愛路四段10號,1、2,10746,121.545302,25.03754,聯合醫院-仁愛院區,,
229,大安區,大安分局,公有建築物,德安里,臺北市大安區四維路76巷12號,1,577,121.547349,25.034203,大安老人服務暨日間照顧中心,,
230,大安區,大安分局,公有建築物,古風里,臺北市大安區羅斯福三段201號,1,980,121.52894,25.02076,古亭國小,,
231,大安區,大安分局,公有建築物,龍門里,臺北市大安區建國南路二段269號,1,57742,121.53803,25.024899,龍門國中,,
232,大安區,大安分局,公有建築物,龍門里,臺北市大安區新生南路三段33號,1,612,121.534846,25.023952,龍安國小,,
233,大安區,大安分局,公有建築物,龍門里,臺北市大安區新生南路三段33號,1,2258,121.534846,25.023952,龍安國小,,
234,大安區,大安分局,公有建築物,龍門里,臺北市大安區新生南路三段33號,1,2721,121.534846,25.023952,龍安國小,,
235,大安區,大安分局,公有建築物,龍淵里,臺北市大安區和平東路二段94號,1,181,121.540887,25.025005,國立臺北實驗國小,,
236,大安區,大安分局,公有建築物,龍淵里,臺北市大安區和平東路二段94號,1,637,121.540887,25.025005,國立臺北實驗國小,,
237,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2073,121.5337,25.016981,臺灣大學-農業綜合大樓,,
238,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2961,121.5337,25.016981,臺灣大學-農化二館暨行政大樓,,
239,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,7157,121.5337,25.016981,臺灣大學-社會及社工館,,
240,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2577,121.5337,25.016981,臺灣大學-管理學院一號館,,
241,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,928,121.5337,25.016981,臺灣大學-資訊工程館,,
242,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,984,121.5337,25.016981,臺灣大學-水工試驗大樓,,
243,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,822,121.5337,25.016981,臺灣大學-資訊大樓,,
244,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,870,121.5337,25.016981,臺灣大學-思亮館,,
245,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,829,121.5337,25.016981,臺灣大學-第一男、女研究生宿舍,,
246,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,712,121.5337,25.016981,臺灣大學-外語教學暨資源中心,,
247,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,732,121.5337,25.016981,臺灣大學-思亮館,,
248,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,769,121.5337,25.016981,臺灣大學-原分所,,
249,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,697,121.5337,25.016981,臺灣大學-海洋研究所擴建館,,
250,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,676,121.5337,25.016981,臺灣大學-浩瀚樓,,
251,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,500,121.5337,25.016981,臺灣大學-獸醫館,,
252,大安區,大安分局,公有建築物,學府里,臺北市大安區舟山路247號,1,452,121.53662,25.01484,臺灣大學-展書樓,,
253,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,449,121.5337,25.016981,臺灣大學-漁業科學館,,
254,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,482,121.5337,25.016981,臺灣大學-生化所擴建,,
255,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,434,121.5337,25.016981,臺灣大學-心理學系南館,,
256,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,485,121.5337,25.016981,臺灣大學-食品科技館,,
257,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,300,121.5337,25.016981,臺灣大學-心理學系北館,,
258,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,345,121.5337,25.016981,臺灣大學-物理系館西側,,
259,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,213,121.5337,25.016981,臺灣大學-物理系館東側,,
260,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,281,121.5337,25.016981,臺灣大學-文學院研究大樓,,
261,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,230,121.5337,25.016981,臺灣大學-地球科學大樓,,
262,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,226,121.5337,25.016981,臺灣大學-小福樓,,
263,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,261,121.5337,25.016981,臺灣大學-化學工程館,,
264,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,237,121.5337,25.016981,臺灣大學-園藝花卉研究室,,
265,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,126,121.5337,25.016981,臺灣大學-地球科學大樓,,
266,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,165,121.5337,25.016981,臺灣大學-樂學館,,
267,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,174,121.5337,25.016981,臺灣大學-林產館,,
268,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,122,121.5337,25.016981,臺灣大學-第一男、女研究生宿舍,,
269,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,33,121.5337,25.016981,臺灣大學-農藝館,,
270,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,484,121.5337,25.016981,臺灣大學-擴建教育大樓一號館,,
271,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段148號,1,426,121.537434,25.012183,臺灣大學-建城所,,
272,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段21號,1,2121,121.535225,25.01424,臺灣大學-銘傳國小,,
273,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段140號,1,369,121.5396,25.0136,臺灣大學-園產加工實驗室,,
274,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路三段130號,1,630,121.543409,25.016683,臺灣大學-慶齡工業研究中心,,
275,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2365,121.5337,25.016981,臺灣大學-鹿鳴堂,,
276,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,14254,121.5337,25.016981,臺灣大學-綜合體育館,,
277,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2096,121.5337,25.016981,臺灣大學-尊賢館,,
278,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,621,121.5337,25.016981,臺灣大學-化學館,,
279,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,3501,121.5337,25.016981,臺灣大學-明達館,,
280,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2414,121.5337,25.016981,臺灣大學-霖澤館,,
281,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,721,121.5337,25.016981,臺灣大學-積學管,,
282,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,2,2333,121.5337,25.016981,臺灣大學-天文教學館,,
283,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2098,121.5337,25.016981,臺灣大學-博雅教學館,,
284,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,440,121.5337,25.016981,臺灣大學-船模試驗室,,
285,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,13217,121.5337,25.016981,臺灣大學-社會科學院大樓,,
286,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2109,121.5337,25.016981,臺灣大學-鄭江樓,,
287,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2042,121.5337,25.016981,臺灣大學-綜合教學館,,
288,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,2,533,121.5337,25.016981,臺灣大學-次震宇宙館,,
289,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,460,121.5337,25.016981,臺灣大學-禮賢樓,,
290,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段1號,1,2795,121.5337,25.016981,臺灣大學-學新館,,
291,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,414,121.538832,25.011184,民族實中,,
292,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,1930,121.538832,25.011184,民族實中,,
293,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,180,121.538832,25.011184,民族實中,,
294,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,446,121.538832,25.011184,民族實中,,
295,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,116,121.538832,25.011184,民族實中,,
296,大安區,大安分局,公有建築物,學府里,臺北市大安區羅斯福路四段113巷13號,1,857,121.538832,25.011184,民族實中,,
297,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段43號,1,52,121.540623,25.013743,臺灣科技大學-總變電站,,
298,大安區,大安分局,公有建築物,學府里,臺北市大安區辛亥路三段30號,1,1750,121.544251,25.020572,臺灣大學,,
299,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段41巷68弄8號,1,285,121.54183,25.011672,臺灣科技大學-職務三舍,,
300,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段41巷68弄6號,1,666,121.541957,25.011825,臺灣科技大學-職務二舍,,
301,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段41巷68弄4號,1,577,121.542221,25.011993,臺灣科技大學-職務一舍,,
302,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段41巷68弄2號,1,1178,121.542865,25.012418,公館國小,,
303,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段43號,1,1149,121.540623,25.013743,臺灣科技大學-第三學生宿舍,,
304,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段43號,1,1742,121.540623,25.013743,臺灣科技大學-第二教學大樓,,
305,大安區,大安分局,公有建築物,學府里,臺北市大安區基隆路四段43號,1,1074,121.540623,25.013743,臺灣科技大學-第二學生宿舍,,
